Time Step,A,B,C
584,-5.26E-02,-4.37E-02,-1.62E-01
585,3.45E-03,-4.26E-02,-1.35E-01
586,-6.30E-03,5.09E-03,-1.43E-01
587,-4.54E-02,9.25E-03,-1.81E-01
588,-9.78E-02,5.57E-02,-2.12E-01
589,-1.29E-01,1.10E-01,-2.11E-01
590,-1.14E-01,8.81E-02,-1.86E-01
591,-1.09E-01,9.57E-02,-1.86E-01
592,-6.77E-02,7.17E-02,-1.67E-01
593,-1.28E-02,6.22E-02,-1.56E-01
594,-2.12E-02,4.64E-02,-1.87E-01
595,-4.95E-03,5.41E-02,-1.57E-01
596,-2.11E-02,9.64E-02,-1.16E-01
597,-7.60E-03,4.57E-02,-1.20E-01
598,1.94E-03,6.99E-02,-9.80E-02
599,1.84E-02,5.35E-02,-8.02E-02
600,3.77E-03,8.91E-02,-4.35E-02
601,3.30E-02,7.52E-02,-7.01E-02
602,-3.14E-03,7.99E-02,-7.22E-02
603,-1.29E-02,1.19E-01,-4.81E-02
604,-5.04E-02,6.26E-02,-3.96E-02
605,-5.54E-02,1.78E-02,-6.93E-02
606,-8.98E-02,-2.81E-02,-1.03E-01
607,-1.02E-01,1.64E-02,-1.15E-01
608,-6.02E-02,-1.03E-02,-1.46E-01
609,-2.25E-02,-2.89E-02,-1.47E-01
610,-6.77E-02,2.41E-02,-1.39E-01
611,-1.58E-02,1.98E-02,-1.44E-01
612,-4.52E-02,-2.76E-02,-1.25E-01
613,-7.08E-02,-1.49E-02,-1.05E-01
614,-1.72E-02,-1.62E-02,-1.19E-01
615,9.38E-03,1.76E-04,-1.06E-01
616,2.72E-02,-2.54E-02,-1.21E-01
617,2.68E-02,-1.24E-02,-1.14E-01
618,4.19E-02,-5.04E-02,-1.52E-01
619,9.46E-02,-8.88E-02,-1.38E-01
620,4.10E-02,-1.38E-01,-1.14E-01
621,4.53E-02,-1.16E-01,-9.85E-02
622,2.64E-03,-1.60E-01,-1.23E-01
623,-1.60E-04,-1.06E-01,-1.25E-01
624,-2.44E-02,-1.61E-01,-1.54E-01
625,-7.86E-03,-1.60E-01,-1.58E-01
626,-5.41E-02,-1.35E-01,-1.85E-01
627,-1.43E-02,-1.20E-01,-2.02E-01
628,-4.83E-02,-1.15E-01,-2.35E-01
629,-2.46E-03,-1.32E-01,-2.11E-01
630,-2.01E-02,-1.75E-01,-2.27E-01
631,3.05E-02,-1.19E-01,-2.05E-01
632,3.76E-02,-1.36E-01,-2.43E-01
633,4.84E-02,-9.28E-02,-2.49E-01
634,-5.44E-03,-5.48E-02,-2.40E-01
635,-1.91E-02,-2.20E-02,-2.13E-01
636,-6.32E-02,-6.34E-02,-1.83E-01
637,-3.83E-02,-9.10E-02,-2.14E-01
638,-2.86E-02,-1.11E-01,-1.94E-01
639,-2.05E-03,-6.03E-02,-1.83E-01
640,-5.77E-03,-7.26E-02,-1.50E-01
641,-6.51E-03,-7.03E-02,-1.48E-01
642,4.62E-02,-8.03E-02,-1.30E-01
643,3.84E-02,-3.90E-02,-1.04E-01
644,5.97E-02,-1.15E-02,-1.17E-01
645,3.09E-02,1.46E-02,-1.02E-01
646,-5.12E-03,4.36E-02,-6.54E-02
647,-1.19E-02,5.90E-02,-5.20E-02
648,-2.19E-02,6.48E-02,-2.18E-02
649,-3.78E-02,1.08E-01,6.82E-03
650,-6.37E-02,1.37E-01,-2.69E-02
651,-2.43E-02,1.23E-01,1.18E-02
652,-4.45E-02,1.70E-01,4.18E-02
653,-6.39E-02,1.37E-01,7.72E-02
654,-8.17E-02,8.43E-02,7.00E-02
655,-8.08E-02,8.46E-02,6.18E-02
656,-6.15E-02,8.14E-02,8.70E-02
657,-7.69E-02,1.22E-01,1.02E-01
658,-1.04E-01,1.17E-01,1.35E-01
659,-5.88E-02,1.30E-01,1.35E-01
660,-9.06E-02,1.22E-01,1.04E-01
661,-3.58E-02,1.12E-01,1.10E-01
662,1.34E-02,1.52E-01,7.33E-02
663,7.87E-03,1.22E-01,3.95E-02
664,-4.65E-03,7.50E-02,7.09E-02
665,-5.85E-02,1.14E-01,7.42E-02
666,-5.13E-02,7.16E-02,1.01E-01
667,-1.01E-01,7.98E-02,7.42E-02
668,-1.57E-01,9.82E-02,8.36E-02
669,-1.08E-01,1.28E-01,4.50E-02
670,-1.15E-01,1.07E-01,1.38E-02
671,-6.55E-02,1.00E-01,2.83E-02
672,-6.99E-02,6.40E-02,1.49E-02
673,-6.14E-02,1.07E-01,3.39E-02
674,-3.27E-02,6.35E-02,3.01E-02
675,-3.56E-02,1.05E-01,1.41E-03
676,-3.35E-02,1.54E-01,-2.73E-02
677,-4.16E-02,1.61E-01,-9.45E-03
678,-5.59E-02,1.64E-01,2.64E-02
679,-2.85E-02,1.21E-01,3.79E-02
680,5.78E-03,1.26E-01,3.67E-02
681,-2.81E-02,1.66E-01,3.98E-02
682,2.79E-02,1.65E-01,6.25E-02
683,-7.31E-03,1.17E-01,6.19E-02
684,4.36E-02,1.58E-01,6.24E-02
685,2.84E-02,1.07E-01,6.90E-02
686,8.05E-02,1.24E-01,1.07E-01
687,1.13E-01,1.04E-01,7.99E-02
688,6.80E-02,6.64E-02,7.95E-02
689,1.07E-01,6.09E-02,5.50E-02
690,8.36E-02,1.03E-01,5.57E-02
691,1.37E-01,1.49E-01,6.91E-02
692,1.75E-01,1.99E-01,8.09E-02
693,1.78E-01,2.13E-01,8.76E-02
694,1.28E-01,2.65E-01,7.37E-02
695,1.80E-01,2.80E-01,3.72E-02
696,2.36E-01,3.25E-01,5.98E-02
697,2.88E-01,3.17E-01,2.62E-02
698,2.49E-01,2.60E-01,6.64E-02
699,2.65E-01,2.40E-01,1.04E-01
700,2.69E-01,1.91E-01,8.21E-02
701,2.69E-01,1.54E-01,9.22E-02
702,2.44E-01,1.13E-01,7.52E-02
703,2.68E-01,1.50E-01,1.10E-01
704,2.80E-01,1.53E-01,1.07E-01
705,2.88E-01,1.27E-01,8.78E-02
706,2.76E-01,1.04E-01,7.08E-02
707,2.21E-01,7.39E-02,5.52E-02
708,2.18E-01,6.55E-02,9.34E-02
709,2.13E-01,2.17E-02,9.45E-02
710,1.62E-01,-7.09E-03,1.19E-01
711,1.39E-01,-1.84E-02,1.59E-01
712,1.76E-01,-7.37E-03,1.96E-01
713,1.30E-01,2.17E-02,1.68E-01
714,1.52E-01,1.53E-02,1.90E-01
715,1.60E-01,4.84E-02,2.16E-01
716,1.98E-01,4.09E-02,2.02E-01
717,1.83E-01,7.47E-02,1.99E-01
718,2.24E-01,9.60E-02,2.39E-01
719,2.78E-01,6.58E-02,2.17E-01
720,2.62E-01,1.15E-01,2.47E-01
721,2.08E-01,1.42E-01,2.26E-01
722,2.52E-01,1.97E-01,2.54E-01
723,2.52E-01,1.81E-01,2.73E-01
724,2.60E-01,2.36E-01,2.60E-01
725,2.51E-01,1.84E-01,2.56E-01
726,2.86E-01,1.28E-01,2.68E-01
727,3.12E-01,1.23E-01,2.42E-01
728,3.65E-01,9.25E-02,2.80E-01
729,3.44E-01,1.32E-01,3.06E-01
730,2.97E-01,1.36E-01,2.97E-01
731,2.40E-01,1.75E-01,2.91E-01
732,2.34E-01,1.95E-01,2.76E-01
733,2.74E-01,2.49E-01,2.77E-01
734,3.29E-01,2.66E-01,2.44E-01
735,2.80E-01,2.63E-01,2.06E-01
736,2.69E-01,2.67E-01,2.42E-01
737,2.91E-01,3.06E-01,2.11E-01
738,3.07E-01,3.62E-01,2.48E-01
739,3.10E-01,3.52E-01,2.41E-01
740,3.31E-01,3.98E-01,2.30E-01
741,2.82E-01,3.57E-01,2.44E-01
742,2.93E-01,3.13E-01,2.46E-01
743,2.81E-01,2.68E-01,2.10E-01
744,2.95E-01,2.67E-01,2.13E-01
745,2.82E-01,2.85E-01,1.92E-01
746,3.24E-01,3.01E-01,2.10E-01
747,2.86E-01,2.98E-01,2.31E-01
748,3.19E-01,2.67E-01,2.61E-01
749,3.56E-01,2.44E-01,3.02E-01
750,3.15E-01,2.72E-01,2.95E-01
751,3.39E-01,2.58E-01,2.63E-01
752,2.92E-01,2.49E-01,2.38E-01
753,3.07E-01,2.08E-01,2.76E-01
754,3.42E-01,2.29E-01,2.66E-01
755,3.60E-01,1.82E-01,2.65E-01
756,3.25E-01,1.68E-01,2.50E-01
757,3.29E-01,2.13E-01,2.32E-01
758,3.21E-01,1.92E-01,2.25E-01
759,2.81E-01,2.09E-01,2.39E-01
760,2.54E-01,2.12E-01,2.71E-01
761,3.09E-01,1.64E-01,2.94E-01
762,3.21E-01,2.02E-01,2.78E-01
763,3.68E-01,1.57E-01,2.79E-01
764,3.48E-01,1.94E-01,2.93E-01
765,3.96E-01,1.39E-01,3.30E-01
766,4.34E-01,1.48E-01,3.48E-01
767,3.81E-01,1.22E-01,3.11E-01
768,3.66E-01,8.97E-02,2.80E-01
769,3.15E-01,1.04E-01,2.85E-01
770,3.66E-01,1.08E-01,2.48E-01
771,3.25E-01,1.18E-01,2.53E-01
772,3.01E-01,1.63E-01,2.75E-01
773,2.46E-01,1.85E-01,2.86E-01
774,2.04E-01,2.22E-01,2.56E-01
775,2.53E-01,2.14E-01,2.74E-01
776,2.23E-01,2.45E-01,2.65E-01
777,1.65E-01,2.02E-01,2.38E-01
778,2.11E-01,1.97E-01,2.30E-01
779,1.93E-01,1.80E-01,2.28E-01
780,2.02E-01,2.09E-01,2.58E-01
781,1.82E-01,2.46E-01,2.51E-01
782,2.35E-01,2.98E-01,2.29E-01
783,2.74E-01,2.81E-01,2.62E-01
784,2.86E-01,3.03E-01,2.55E-01
785,3.34E-01,2.88E-01,2.64E-01
786,2.96E-01,2.37E-01,2.61E-01
787,3.18E-01,2.76E-01,3.01E-01
788,2.60E-01,3.12E-01,3.12E-01
789,2.43E-01,3.37E-01,3.42E-01
790,2.48E-01,3.66E-01,3.19E-01
791,3.04E-01,3.12E-01,3.20E-01
792,3.41E-01,3.05E-01,3.29E-01
793,3.10E-01,2.53E-01,3.41E-01
794,3.43E-01,2.18E-01,3.80E-01
795,3.27E-01,2.58E-01,3.78E-01
796,3.21E-01,2.42E-01,3.57E-01
797,3.75E-01,2.65E-01,3.41E-01
798,3.40E-01,2.12E-01,3.40E-01
799,2.93E-01,1.74E-01,3.08E-01
800,2.53E-01,2.22E-01,2.87E-01
801,2.80E-01,2.59E-01,2.83E-01
802,3.12E-01,3.15E-01,2.67E-01
803,3.07E-01,3.58E-01,2.89E-01
804,2.56E-01,4.00E-01,3.19E-01
805,1.99E-01,4.33E-01,3.32E-01
806,2.16E-01,4.34E-01,3.50E-01
807,1.90E-01,4.82E-01,3.32E-01
808,1.74E-01,4.85E-01,2.99E-01
809,2.03E-01,4.67E-01,2.86E-01
810,1.57E-01,4.91E-01,3.13E-01
811,1.91E-01,4.95E-01,3.43E-01
812,1.34E-01,4.63E-01,3.12E-01
813,1.15E-01,4.42E-01,3.08E-01
814,1.50E-01,4.13E-01,3.30E-01
815,1.22E-01,3.61E-01,3.01E-01
816,1.45E-01,3.41E-01,3.24E-01
817,8.91E-02,3.09E-01,3.18E-01
818,3.40E-02,3.51E-01,2.97E-01
819,-1.13E-02,4.02E-01,3.22E-01
820,-3.64E-02,4.42E-01,3.59E-01
821,1.93E-02,4.54E-01,3.99E-01
822,-1.63E-02,4.16E-01,3.96E-01
823,-1.83E-02,3.74E-01,4.17E-01
824,6.82E-03,3.78E-01,3.84E-01
825,3.01E-02,4.01E-01,3.63E-01
826,5.78E-02,3.59E-01,3.41E-01
827,1.74E-02,3.94E-01,3.67E-01
828,-7.76E-03,4.22E-01,3.44E-01
829,-3.49E-02,3.95E-01,3.64E-01
830,-2.63E-02,4.09E-01,3.62E-01
831,-3.63E-02,4.66E-01,3.85E-01
832,1.90E-03,4.74E-01,4.15E-01
833,3.53E-02,4.61E-01,4.46E-01
834,5.05E-03,4.54E-01,4.18E-01
835,6.08E-02,4.65E-01,3.86E-01
836,6.99E-02,4.81E-01,4.01E-01
837,3.52E-02,4.97E-01,3.94E-01
838,-2.04E-02,4.66E-01,3.92E-01
839,-3.08E-02,4.16E-01,3.60E-01
840,1.03E-02,3.75E-01,3.46E-01
841,4.96E-02,4.14E-01,3.53E-01
842,-7.07E-03,3.83E-01,3.62E-01
843,9.83E-03,4.11E-01,3.58E-01
844,-3.07E-02,4.67E-01,3.20E-01
845,1.49E-02,4.91E-01,3.41E-01
846,5.52E-02,4.89E-01,3.77E-01
847,7.97E-02,4.54E-01,3.73E-01
848,5.51E-02,4.15E-01,3.36E-01
849,5.65E-03,4.70E-01,3.39E-01
850,3.77E-02,4.35E-01,3.69E-01
851,5.28E-02,3.83E-01,3.46E-01
852,1.04E-01,4.26E-01,3.23E-01
853,8.13E-02,3.71E-01,3.27E-01
854,2.63E-02,3.76E-01,3.61E-01
855,-4.88E-03,3.74E-01,3.55E-01
856,1.79E-02,3.64E-01,3.19E-01
857,6.57E-02,3.16E-01,3.55E-01
858,5.72E-02,2.97E-01,3.20E-01
859,4.23E-02,2.53E-01,3.59E-01
860,2.47E-02,2.51E-01,3.28E-01
861,5.33E-02,2.75E-01,2.90E-01
862,-4.32E-03,2.70E-01,2.68E-01
863,-1.07E-02,3.05E-01,2.31E-01
864,-2.25E-02,3.29E-01,2.68E-01
865,-3.61E-02,3.56E-01,2.40E-01
866,-4.17E-02,3.26E-01,2.51E-01
867,-1.34E-02,3.69E-01,2.58E-01
868,-9.59E-03,3.94E-01,2.62E-01
869,-2.40E-03,4.27E-01,2.84E-01
870,1.20E-02,3.99E-01,2.99E-01
871,-6.45E-04,4.24E-01,3.39E-01
872,-2.82E-02,4.50E-01,3.78E-01
873,2.29E-02,4.92E-01,4.10E-01
874,2.08E-02,4.51E-01,3.87E-01
875,-2.69E-02,4.73E-01,4.01E-01
876,-7.84E-04,4.43E-01,4.31E-01
877,-7.43E-03,4.30E-01,4.30E-01
878,-3.32E-02,4.02E-01,4.33E-01
879,-2.10E-02,3.90E-01,4.47E-01
880,7.79E-03,3.64E-01,4.39E-01
881,2.63E-02,3.08E-01,4.16E-01
882,7.12E-02,2.80E-01,3.82E-01
883,9.76E-02,2.95E-01,3.71E-01
884,7.80E-02,2.71E-01,3.47E-01
885,9.01E-02,2.75E-01,3.54E-01
886,1.35E-01,2.40E-01,3.71E-01
887,1.49E-01,2.48E-01,3.69E-01
888,1.93E-01,2.07E-01,3.66E-01
889,1.48E-01,2.07E-01,3.28E-01
890,1.67E-01,1.77E-01,3.08E-01
891,1.84E-01,1.45E-01,2.80E-01
892,2.04E-01,1.84E-01,2.91E-01
893,1.67E-01,1.42E-01,2.71E-01
894,1.15E-01,1.04E-01,2.86E-01
895,1.60E-01,1.29E-01,2.80E-01
896,1.89E-01,1.60E-01,3.08E-01
897,2.20E-01,1.16E-01,2.88E-01
898,2.00E-01,1.39E-01,2.82E-01
899,1.86E-01,1.36E-01,3.15E-01
900,1.57E-01,1.59E-01,2.97E-01
901,1.84E-01,2.03E-01,3.13E-01
902,1.77E-01,1.79E-01,3.06E-01
903,1.33E-01,2.18E-01,2.77E-01
904,1.45E-01,2.67E-01,2.75E-01
905,1.30E-01,2.91E-01,2.74E-01
906,1.73E-01,2.78E-01,2.58E-01
907,2.27E-01,2.83E-01,2.26E-01
908,2.73E-01,2.79E-01,2.39E-01
909,2.59E-01,2.74E-01,2.38E-01
910,2.40E-01,2.44E-01,2.18E-01
911,2.54E-01,2.81E-01,2.22E-01
912,2.27E-01,3.11E-01,1.88E-01
913,2.68E-01,3.25E-01,1.94E-01
914,2.13E-01,3.52E-01,2.09E-01
915,2.17E-01,4.03E-01,2.28E-01
916,2.55E-01,3.57E-01,2.17E-01
917,2.63E-01,3.81E-01,2.09E-01
918,3.16E-01,4.32E-01,2.07E-01
919,3.37E-01,4.60E-01,2.02E-01
920,2.88E-01,4.87E-01,1.98E-01
921,2.80E-01,4.98E-01,1.96E-01
922,2.38E-01,4.63E-01,1.61E-01
923,2.37E-01,4.91E-01,1.68E-01
924,2.69E-01,4.99E-01,1.48E-01
925,2.17E-01,4.72E-01,1.73E-01
926,2.44E-01,4.88E-01,2.00E-01
927,2.92E-01,4.61E-01,2.07E-01
928,2.89E-01,4.74E-01,2.20E-01
929,3.01E-01,4.80E-01,2.21E-01
930,2.67E-01,4.71E-01,2.48E-01
931,2.53E-01,4.32E-01,2.30E-01
932,2.01E-01,4.40E-01,2.68E-01
933,1.43E-01,4.15E-01,2.80E-01
934,1.92E-01,4.19E-01,2.58E-01
935,1.94E-01,4.61E-01,2.40E-01
936,2.26E-01,4.48E-01,2.36E-01
937,2.53E-01,4.87E-01,2.09E-01
938,2.89E-01,4.57E-01,2.22E-01
939,3.13E-01,4.45E-01,2.51E-01
940,3.54E-01,4.53E-01,2.67E-01
941,3.67E-01,4.43E-01,2.47E-01
942,4.11E-01,3.89E-01,2.46E-01
943,3.60E-01,4.05E-01,2.76E-01
944,3.36E-01,3.47E-01,3.08E-01
945,2.93E-01,3.81E-01,2.92E-01
946,3.24E-01,3.91E-01,3.23E-01
947,3.03E-01,3.54E-01,3.13E-01
948,2.49E-01,3.60E-01,3.01E-01
949,2.74E-01,3.25E-01,3.13E-01
950,2.52E-01,3.41E-01,3.38E-01
951,2.81E-01,3.78E-01,3.21E-01
952,3.06E-01,3.79E-01,3.50E-01
953,3.12E-01,3.78E-01,3.89E-01
954,2.91E-01,4.22E-01,4.19E-01
955,2.92E-01,3.93E-01,4.42E-01
956,3.14E-01,3.82E-01,4.82E-01
957,3.37E-01,3.78E-01,4.64E-01
958,3.80E-01,3.47E-01,4.30E-01
959,4.26E-01,3.54E-01,4.09E-01
960,4.78E-01,3.50E-01,4.01E-01
961,4.79E-01,3.77E-01,4.37E-01
962,4.89E-01,3.25E-01,4.22E-01
963,4.70E-01,3.10E-01,4.51E-01
964,4.95E-01,3.60E-01,4.88E-01
965,4.55E-01,3.18E-01,4.83E-01
966,4.81E-01,2.90E-01,4.85E-01
967,4.47E-01,3.31E-01,4.93E-01
968,4.09E-01,2.79E-01,4.90E-01
969,3.57E-01,3.03E-01,4.72E-01
970,3.92E-01,3.08E-01,4.87E-01
971,3.97E-01,3.16E-01,4.49E-01
972,3.78E-01,3.69E-01,4.83E-01
973,4.23E-01,3.66E-01,4.80E-01
974,3.89E-01,3.17E-01,4.51E-01
975,3.98E-01,2.67E-01,4.89E-01
976,3.53E-01,3.10E-01,4.92E-01
977,4.01E-01,3.38E-01,4.68E-01
978,4.43E-01,3.86E-01,4.95E-01
979,4.22E-01,3.37E-01,4.83E-01
980,4.77E-01,3.16E-01,4.90E-01
981,4.79E-01,3.70E-01,4.72E-01
982,4.38E-01,3.37E-01,4.99E-01
983,3.84E-01,3.89E-01,4.98E-01
984,4.04E-01,4.23E-01,4.90E-01
985,4.12E-01,4.44E-01,4.82E-01
986,4.57E-01,4.75E-01,4.41E-01
987,4.28E-01,4.66E-01,4.40E-01
988,4.56E-01,4.19E-01,4.30E-01
989,4.31E-01,4.18E-01,3.88E-01
990,4.44E-01,4.53E-01,4.22E-01
991,4.08E-01,4.10E-01,4.51E-01
992,4.32E-01,4.63E-01,4.64E-01
993,4.88E-01,4.68E-01,4.71E-01
994,4.62E-01,4.34E-01,4.84E-01
995,5.00E-01,4.83E-01,4.83E-01
996,4.49E-01,4.58E-01,4.81E-01
997,4.76E-01,4.13E-01,4.75E-01
998,4.46E-01,4.62E-01,4.71E-01
999,4.83E-01,4.59E-01,4.67E-01
1000,5.00E-01,5.00E-01,5.00E-01
