Time Step,A,B,C
591,4.84E-02,-8.65E-02,4.39E-01
592,3.50E-02,-1.13E-01,4.26E-01
593,2.29E-02,-1.04E-01,4.08E-01
594,5.37E-02,-7.07E-02,4.19E-01
595,6.29E-02,-7.84E-02,3.95E-01
596,5.59E-02,-8.63E-02,4.08E-01
597,5.25E-02,-1.25E-01,4.32E-01
598,3.21E-02,-1.61E-01,4.51E-01
599,5.99E-02,-1.25E-01,4.48E-01
600,4.98E-02,-1.03E-01,4.60E-01
601,8.56E-02,-1.33E-01,4.49E-01
602,1.00E-01,-1.13E-01,4.24E-01
603,1.25E-01,-1.30E-01,4.31E-01
604,1.37E-01,-1.09E-01,4.31E-01
605,1.34E-01,-1.20E-01,4.07E-01
606,1.37E-01,-9.21E-02,4.01E-01
607,1.12E-01,-6.20E-02,4.22E-01
608,1.06E-01,-1.82E-02,4.50E-01
609,1.28E-01,-1.19E-02,4.62E-01
610,1.09E-01,-2.84E-02,4.78E-01
611,1.24E-01,-6.08E-02,4.94E-01
612,1.12E-01,-6.46E-02,4.68E-01
613,1.04E-01,-9.21E-02,4.59E-01
614,9.34E-02,-1.02E-01,4.69E-01
615,8.99E-02,-6.23E-02,4.87E-01
616,1.10E-01,-2.49E-02,4.73E-01
617,1.20E-01,-2.09E-02,4.82E-01
618,9.73E-02,-4.08E-02,4.67E-01
619,1.34E-01,-1.69E-02,4.41E-01
620,1.26E-01,-3.58E-02,4.27E-01
621,1.65E-01,-5.57E-02,4.39E-01
622,1.91E-01,-7.95E-02,4.34E-01
623,1.65E-01,-6.43E-02,4.37E-01
624,1.77E-01,-7.42E-02,4.34E-01
625,2.17E-01,-8.98E-02,4.20E-01
626,2.21E-01,-1.22E-01,4.04E-01
627,2.55E-01,-7.95E-02,3.98E-01
628,2.31E-01,-9.46E-02,3.94E-01
629,1.97E-01,-1.14E-01,3.82E-01
630,1.93E-01,-7.70E-02,3.82E-01
631,2.11E-01,-6.40E-02,3.83E-01
632,1.71E-01,-4.61E-02,3.79E-01
633,1.44E-01,-2.25E-02,3.89E-01
634,1.38E-01,-7.80E-05,4.12E-01
635,1.64E-01,4.26E-02,4.10E-01
636,1.68E-01,2.63E-02,4.34E-01
637,1.61E-01,6.52E-02,4.22E-01
638,1.84E-01,2.33E-02,4.24E-01
639,1.62E-01,4.69E-02,4.19E-01
640,1.68E-01,4.05E-02,3.98E-01
641,1.52E-01,1.35E-02,4.19E-01
642,1.24E-01,-2.32E-02,4.41E-01
643,1.54E-01,-6.91E-02,4.32E-01
644,1.72E-01,-6.02E-02,4.45E-01
645,1.68E-01,-1.07E-01,4.22E-01
646,1.91E-01,-9.89E-02,3.97E-01
647,1.98E-01,-5.69E-02,4.06E-01
648,1.86E-01,-3.33E-02,4.21E-01
649,1.93E-01,-2.66E-02,4.29E-01
650,1.78E-01,-4.81E-03,4.43E-01
651,1.86E-01,3.25E-03,4.54E-01
652,2.02E-01,2.75E-02,4.38E-01
653,1.72E-01,2.47E-02,4.62E-01
654,1.36E-01,3.67E-02,4.42E-01
655,1.10E-01,7.47E-02,4.36E-01
656,1.27E-01,3.82E-02,4.31E-01
657,1.21E-01,4.55E-03,4.25E-01
658,9.38E-02,1.07E-03,4.48E-01
659,1.11E-01,2.67E-02,4.62E-01
660,1.47E-01,6.42E-02,4.86E-01
661,1.71E-01,3.47E-02,4.99E-01
662,1.32E-01,5.99E-02,4.79E-01
663,1.51E-01,3.66E-02,4.78E-01
664,1.25E-01,5.12E-02,4.94E-01
665,1.36E-01,4.67E-02,4.77E-01
666,1.05E-01,5.44E-02,4.99E-01
667,1.25E-01,2.82E-02,4.78E-01
668,9.82E-02,2.31E-02,4.99E-01
669,1.18E-01,6.58E-02,4.76E-01
670,9.36E-02,2.95E-02,4.70E-01
671,1.33E-01,6.05E-02,4.42E-01
672,1.01E-01,1.40E-02,4.55E-01
673,1.21E-01,-2.75E-03,4.58E-01
674,1.39E-01,3.87E-02,4.79E-01
675,1.11E-01,8.44E-02,4.89E-01
676,1.21E-01,9.49E-02,4.71E-01
677,1.12E-01,1.17E-01,4.50E-01
678,1.19E-01,1.56E-01,4.49E-01
679,1.47E-01,1.61E-01,4.21E-01
680,1.63E-01,1.57E-01,4.20E-01
681,1.93E-01,1.31E-01,4.03E-01
682,2.00E-01,1.77E-01,4.07E-01
683,2.33E-01,2.15E-01,3.93E-01
684,2.71E-01,2.12E-01,4.20E-01
685,3.03E-01,2.53E-01,4.16E-01
686,3.25E-01,2.40E-01,3.96E-01
687,3.36E-01,2.51E-01,4.03E-01
688,3.13E-01,2.89E-01,3.92E-01
689,3.07E-01,2.91E-01,3.73E-01
690,3.35E-01,3.24E-01,3.88E-01
691,3.76E-01,3.33E-01,3.74E-01
692,4.12E-01,3.20E-01,4.01E-01
693,4.27E-01,3.13E-01,4.08E-01
694,4.45E-01,2.99E-01,4.00E-01
695,4.78E-01,2.93E-01,3.72E-01
696,4.55E-01,2.97E-01,3.54E-01
697,4.65E-01,2.65E-01,3.33E-01
698,4.53E-01,2.21E-01,3.09E-01
699,4.78E-01,2.13E-01,2.90E-01
700,4.95E-01,2.53E-01,2.87E-01
701,4.90E-01,2.46E-01,2.95E-01
702,4.73E-01,2.70E-01,2.79E-01
703,4.91E-01,2.76E-01,2.72E-01
704,4.72E-01,3.05E-01,2.47E-01
705,4.68E-01,3.50E-01,2.21E-01
706,4.89E-01,3.49E-01,2.03E-01
707,4.84E-01,3.06E-01,2.04E-01
708,4.54E-01,2.62E-01,1.95E-01
709,4.21E-01,2.48E-01,1.98E-01
710,4.11E-01,2.77E-01,1.89E-01
711,4.27E-01,2.68E-01,1.68E-01
712,4.15E-01,2.76E-01,1.64E-01
713,4.40E-01,2.84E-01,1.38E-01
714,4.40E-01,2.53E-01,1.43E-01
715,4.18E-01,2.58E-01,1.18E-01
716,4.56E-01,2.25E-01,8.97E-02
717,4.49E-01,2.39E-01,8.99E-02
718,4.66E-01,2.45E-01,9.97E-02
719,4.48E-01,2.49E-01,1.02E-01
720,4.17E-01,2.45E-01,1.17E-01
721,3.99E-01,2.60E-01,1.11E-01
722,4.36E-01,3.01E-01,1.38E-01
723,4.15E-01,2.73E-01,1.47E-01
724,4.55E-01,2.95E-01,1.53E-01
725,4.25E-01,3.36E-01,1.57E-01
726,4.02E-01,3.15E-01,1.35E-01
727,4.38E-01,3.24E-01,1.31E-01
728,4.23E-01,2.80E-01,1.28E-01
729,4.11E-01,2.60E-01,1.17E-01
730,4.52E-01,2.39E-01,9.90E-02
731,4.21E-01,2.61E-01,9.22E-02
732,4.27E-01,2.30E-01,9.77E-02
733,4.42E-01,2.11E-01,1.02E-01
734,4.41E-01,1.74E-01,1.29E-01
735,4.06E-01,1.75E-01,1.53E-01
736,3.78E-01,1.99E-01,1.63E-01
737,3.86E-01,2.36E-01,1.86E-01
738,4.14E-01,2.21E-01,1.96E-01
739,4.30E-01,2.39E-01,2.15E-01
740,4.69E-01,2.43E-01,1.92E-01
741,4.96E-01,2.77E-01,2.19E-01
742,4.68E-01,2.82E-01,2.36E-01
743,4.65E-01,2.99E-01,2.16E-01
744,4.46E-01,3.33E-01,2.24E-01
745,4.16E-01,3.57E-01,2.13E-01
746,4.43E-01,3.74E-01,2.11E-01
747,4.73E-01,4.00E-01,2.23E-01
748,4.95E-01,4.11E-01,2.37E-01
749,4.65E-01,3.96E-01,2.56E-01
750,4.45E-01,3.97E-01,2.42E-01
751,4.43E-01,3.78E-01,2.66E-01
752,4.12E-01,3.72E-01,2.92E-01
753,3.93E-01,4.07E-01,2.85E-01
754,3.63E-01,3.96E-01,2.68E-01
755,3.79E-01,3.92E-01,2.43E-01
756,4.07E-01,3.88E-01,2.44E-01
757,3.89E-01,4.07E-01,2.26E-01
758,3.74E-01,4.23E-01,2.23E-01
759,3.71E-01,4.45E-01,2.00E-01
760,4.05E-01,4.86E-01,1.84E-01
761,4.39E-01,4.97E-01,1.82E-01
762,4.06E-01,4.64E-01,1.99E-01
763,3.78E-01,4.59E-01,2.19E-01
764,4.06E-01,4.85E-01,2.23E-01
765,4.15E-01,4.67E-01,2.07E-01
766,4.26E-01,4.49E-01,1.80E-01
767,4.01E-01,4.92E-01,1.92E-01
768,3.95E-01,4.96E-01,1.87E-01
769,3.90E-01,4.92E-01,1.96E-01
770,4.21E-01,4.62E-01,2.15E-01
771,4.29E-01,4.77E-01,2.44E-01
772,4.31E-01,4.98E-01,2.22E-01
773,4.44E-01,4.63E-01,2.47E-01
774,4.04E-01,4.21E-01,2.42E-01
775,3.74E-01,4.52E-01,2.13E-01
776,3.90E-01,4.38E-01,2.33E-01
777,3.68E-01,4.70E-01,2.24E-01
778,3.45E-01,4.83E-01,2.15E-01
779,3.37E-01,4.62E-01,2.27E-01
780,3.76E-01,4.95E-01,2.19E-01
781,3.85E-01,4.73E-01,2.30E-01
782,3.59E-01,4.87E-01,2.36E-01
783,3.96E-01,4.90E-01,2.42E-01
784,3.90E-01,4.77E-01,2.60E-01
785,3.83E-01,4.95E-01,2.35E-01
786,4.03E-01,4.66E-01,2.07E-01
787,4.12E-01,4.21E-01,2.27E-01
788,3.82E-01,4.10E-01,2.48E-01
789,3.83E-01,4.01E-01,2.28E-01
790,3.95E-01,4.45E-01,2.49E-01
791,3.91E-01,4.31E-01,2.41E-01
792,3.72E-01,4.69E-01,2.24E-01
793,3.71E-01,4.88E-01,2.21E-01
794,3.75E-01,4.87E-01,2.49E-01
795,3.47E-01,4.81E-01,2.32E-01
796,3.36E-01,4.91E-01,2.45E-01
797,3.42E-01,4.77E-01,2.23E-01
798,3.03E-01,4.38E-01,2.09E-01
799,3.36E-01,4.63E-01,2.30E-01
800,3.19E-01,4.53E-01,2.09E-01
801,3.24E-01,4.21E-01,2.33E-01
802,3.63E-01,4.56E-01,2.18E-01
803,3.28E-01,4.39E-01,2.37E-01
804,3.43E-01,4.75E-01,2.41E-01
805,3.36E-01,4.94E-01,2.37E-01
806,3.25E-01,4.96E-01,2.58E-01
807,3.04E-01,4.95E-01,2.81E-01
808,3.18E-01,4.78E-01,2.81E-01
809,3.11E-01,4.87E-01,2.59E-01
810,3.08E-01,4.94E-01,2.48E-01
811,3.47E-01,4.82E-01,2.77E-01
812,3.54E-01,4.76E-01,2.50E-01
813,3.59E-01,4.64E-01,2.33E-01
814,3.20E-01,4.28E-01,2.43E-01
815,3.44E-01,4.31E-01,2.48E-01
816,3.23E-01,4.48E-01,2.34E-01
817,2.95E-01,4.82E-01,2.62E-01
818,3.25E-01,4.47E-01,2.78E-01
819,3.34E-01,4.69E-01,2.50E-01
820,3.61E-01,4.80E-01,2.79E-01
821,3.58E-01,4.85E-01,2.56E-01
822,3.42E-01,4.69E-01,2.51E-01
823,3.30E-01,4.95E-01,2.29E-01
824,3.53E-01,4.60E-01,2.11E-01
825,3.94E-01,4.27E-01,1.97E-01
826,3.74E-01,4.39E-01,1.79E-01
827,3.94E-01,4.85E-01,1.57E-01
828,4.21E-01,4.91E-01,1.73E-01
829,4.26E-01,4.66E-01,1.48E-01
830,3.94E-01,4.47E-01,1.49E-01
831,3.94E-01,4.88E-01,1.75E-01
832,3.85E-01,4.72E-01,1.56E-01
833,3.84E-01,4.84E-01,1.45E-01
834,3.48E-01,4.98E-01,1.62E-01
835,3.55E-01,4.69E-01,1.72E-01
836,3.59E-01,4.64E-01,1.62E-01
837,3.43E-01,4.20E-01,1.82E-01
838,3.49E-01,4.38E-01,1.97E-01
839,3.36E-01,4.44E-01,1.93E-01
840,3.48E-01,4.22E-01,2.03E-01
841,3.35E-01,4.66E-01,2.16E-01
842,3.17E-01,4.92E-01,2.42E-01
843,3.40E-01,4.86E-01,2.48E-01
844,3.30E-01,4.68E-01,2.42E-01
845,3.46E-01,4.68E-01,2.27E-01
846,3.60E-01,4.94E-01,1.99E-01
847,3.95E-01,4.98E-01,2.22E-01
848,3.96E-01,4.71E-01,2.22E-01
849,3.87E-01,4.44E-01,2.01E-01
850,3.83E-01,4.80E-01,2.29E-01
851,3.82E-01,4.94E-01,2.06E-01
852,4.05E-01,4.85E-01,1.90E-01
853,3.86E-01,4.89E-01,2.04E-01
854,4.27E-01,4.62E-01,2.28E-01
855,4.69E-01,4.94E-01,2.04E-01
856,4.76E-01,4.61E-01,2.18E-01
857,5.00E-01,4.32E-01,2.24E-01
858,4.93E-01,4.75E-01,1.96E-01
859,4.66E-01,4.98E-01,2.24E-01
860,4.75E-01,4.75E-01,2.15E-01
861,4.90E-01,4.45E-01,2.09E-01
862,4.87E-01,4.24E-01,1.87E-01
863,4.68E-01,4.16E-01,1.68E-01
864,4.74E-01,4.04E-01,1.50E-01
865,5.00E-01,4.33E-01,1.70E-01
866,4.95E-01,4.35E-01,1.62E-01
867,4.76E-01,3.96E-01,1.64E-01
868,4.86E-01,4.15E-01,1.63E-01
869,4.90E-01,3.91E-01,1.76E-01
870,4.60E-01,4.37E-01,1.95E-01
871,4.21E-01,3.91E-01,2.21E-01
872,4.34E-01,4.13E-01,1.96E-01
873,4.26E-01,4.05E-01,1.98E-01
874,4.46E-01,4.10E-01,1.75E-01
875,4.47E-01,4.54E-01,1.64E-01
876,4.08E-01,4.44E-01,1.92E-01
877,4.27E-01,4.10E-01,2.21E-01
878,4.68E-01,3.83E-01,2.23E-01
879,4.85E-01,3.64E-01,2.13E-01
880,4.86E-01,3.29E-01,2.06E-01
881,4.99E-01,3.38E-01,1.79E-01
882,4.86E-01,3.43E-01,1.94E-01
883,4.83E-01,3.76E-01,2.21E-01
884,4.58E-01,3.85E-01,2.33E-01
885,4.32E-01,3.60E-01,2.55E-01
886,3.99E-01,3.72E-01,2.48E-01
887,4.27E-01,3.82E-01,2.51E-01
888,4.10E-01,4.01E-01,2.71E-01
889,3.76E-01,4.43E-01,2.70E-01
890,3.89E-01,4.54E-01,2.77E-01
891,4.19E-01,4.98E-01,2.52E-01
892,4.37E-01,4.64E-01,2.33E-01
893,4.59E-01,4.53E-01,2.15E-01
894,4.83E-01,4.66E-01,1.97E-01
895,4.96E-01,4.51E-01,1.79E-01
896,4.64E-01,4.97E-01,1.91E-01
897,4.80E-01,4.76E-01,1.86E-01
898,4.79E-01,4.41E-01,1.88E-01
899,4.88E-01,4.76E-01,1.62E-01
900,4.85E-01,4.47E-01,1.90E-01
901,4.61E-01,4.30E-01,2.13E-01
902,4.33E-01,3.89E-01,2.17E-01
903,4.54E-01,4.05E-01,2.00E-01
904,4.80E-01,3.83E-01,2.02E-01
905,4.85E-01,3.72E-01,1.92E-01
906,4.44E-01,3.41E-01,1.92E-01
907,4.73E-01,3.25E-01,2.13E-01
908,4.38E-01,3.33E-01,2.32E-01
909,4.22E-01,3.50E-01,2.59E-01
910,4.61E-01,3.19E-01,2.67E-01
911,4.28E-01,3.51E-01,2.91E-01
912,4.26E-01,3.29E-01,2.71E-01
913,4.31E-01,2.96E-01,2.86E-01
914,4.13E-01,2.67E-01,2.64E-01
915,4.24E-01,2.64E-01,2.50E-01
916,3.85E-01,2.51E-01,2.78E-01
917,3.54E-01,2.53E-01,2.63E-01
918,3.55E-01,2.37E-01,2.56E-01
919,3.88E-01,2.14E-01,2.70E-01
920,4.06E-01,2.59E-01,2.78E-01
921,4.26E-01,2.71E-01,2.64E-01
922,3.92E-01,2.38E-01,2.52E-01
923,3.75E-01,2.83E-01,2.48E-01
924,3.61E-01,3.14E-01,2.68E-01
925,3.42E-01,3.12E-01,2.47E-01
926,3.68E-01,2.82E-01,2.70E-01
927,3.93E-01,2.97E-01,2.90E-01
928,4.27E-01,2.61E-01,2.87E-01
929,4.47E-01,2.55E-01,3.15E-01
930,4.28E-01,2.31E-01,3.10E-01
931,4.64E-01,2.29E-01,2.83E-01
932,4.30E-01,1.86E-01,2.78E-01
933,4.38E-01,2.06E-01,2.64E-01
934,4.04E-01,2.24E-01,2.82E-01
935,3.68E-01,2.48E-01,3.10E-01
936,4.01E-01,2.41E-01,2.90E-01
937,3.98E-01,2.38E-01,3.10E-01
938,4.12E-01,2.56E-01,3.25E-01
939,3.90E-01,2.88E-01,3.24E-01
940,3.95E-01,2.95E-01,3.38E-01
941,3.86E-01,3.06E-01,3.19E-01
942,3.67E-01,3.36E-01,2.91E-01
943,3.29E-01,2.94E-01,2.73E-01
944,3.27E-01,3.24E-01,2.73E-01
945,3.59E-01,2.82E-01,3.02E-01
946,3.73E-01,3.11E-01,3.30E-01
947,3.96E-01,3.38E-01,3.39E-01
948,4.04E-01,3.25E-01,3.53E-01
949,3.90E-01,2.90E-01,3.25E-01
950,4.30E-01,2.81E-01,3.53E-01
951,4.58E-01,3.10E-01,3.62E-01
952,4.66E-01,3.53E-01,3.51E-01
953,4.66E-01,3.64E-01,3.67E-01
954,4.47E-01,3.97E-01,3.94E-01
955,4.19E-01,4.14E-01,3.99E-01
956,4.46E-01,3.76E-01,4.10E-01
957,4.51E-01,4.09E-01,4.18E-01
958,4.92E-01,4.19E-01,3.96E-01
959,4.59E-01,4.38E-01,3.85E-01
960,4.73E-01,4.57E-01,3.99E-01
961,4.95E-01,4.69E-01,4.27E-01
962,4.79E-01,4.42E-01,4.03E-01
963,4.69E-01,4.64E-01,4.15E-01
964,4.55E-01,4.86E-01,3.90E-01
965,4.33E-01,4.59E-01,4.01E-01
966,4.12E-01,4.45E-01,4.17E-01
967,4.37E-01,4.89E-01,3.90E-01
968,4.29E-01,4.93E-01,3.98E-01
969,4.11E-01,4.53E-01,3.92E-01
970,3.79E-01,4.33E-01,4.12E-01
971,4.12E-01,4.02E-01,4.15E-01
972,4.14E-01,3.95E-01,4.41E-01
973,4.29E-01,3.99E-01,4.57E-01
974,4.24E-01,3.81E-01,4.53E-01
975,3.99E-01,3.83E-01,4.58E-01
976,4.13E-01,4.08E-01,4.62E-01
977,4.04E-01,4.39E-01,4.86E-01
978,3.90E-01,4.46E-01,4.95E-01
979,3.71E-01,4.41E-01,4.86E-01
980,4.06E-01,4.44E-01,4.98E-01
981,4.35E-01,4.06E-01,4.78E-01
982,4.74E-01,4.21E-01,4.74E-01
983,4.75E-01,4.55E-01,4.85E-01
984,4.67E-01,4.13E-01,4.90E-01
985,4.51E-01,4.30E-01,4.93E-01
986,4.80E-01,4.64E-01,4.73E-01
987,4.44E-01,4.70E-01,4.94E-01
988,4.37E-01,4.50E-01,4.79E-01
989,4.22E-01,4.61E-01,4.85E-01
990,4.55E-01,4.25E-01,4.64E-01
991,4.48E-01,4.13E-01,4.59E-01
992,4.46E-01,4.05E-01,4.56E-01
993,4.50E-01,4.52E-01,4.76E-01
994,4.55E-01,4.46E-01,4.97E-01
995,4.51E-01,4.88E-01,4.80E-01
996,4.34E-01,4.72E-01,4.54E-01
997,4.36E-01,4.57E-01,4.77E-01
998,4.66E-01,4.75E-01,4.85E-01
999,4.87E-01,4.79E-01,4.76E-01
1000,5.00E-01,5.00E-01,5.00E-01
